,city,state_id,county_name,lat,lng,population,Koppen,state_area,cities_allocation,county_area,cities_allocation_by_county,is_eastern
8638,Five Channels Hydroelectric Plant,MI,,44.4555,-83.6763,,Dfb,,,,,
8639,Five Falls Hydroelectric Plant,NY,,44.5275,-74.8492,,Dfb,,,,,
8640,Flambeau Crowley Rapids Project Hydroelectric Plant,WI,,45.8683,-90.5844,,Dfb,,,,,
8641,Flambeau Hydroelectric Station Hydroelectric Plant,WI,,45.4918,-91.0472,,Dfb,,,,,
8642,Flambeau Lower Project Hydroelectric Plant,WI,,45.9135,-90.4475,,Dfb,,,,,
8643,Flaming Gorge Hydroelectric Plant,UT,,40.9146,-109.4217,,Dfb,,,,,
8644,Flat Rock Hydroelectric Plant,NY,,44.2217,-75.0742,,Dfb,,,,,
8645,Flatiron Hydroelectric Plant,CO,,40.365,-105.236,,BSk,,,,,
8646,Fleish Hydroelectric Plant,NV,,39.2851,-119.5933,,Csb,,,,,
8647,Flint Creek Hydroelectric LLC Hydroelectric Plant,MT,,46.2275,-113.2947,,Dfb,,,,,
8648,Flint River Hydroelectric Plant,GA,,31.6028,-84.1376,,Cfa,,,,,
8649,Folsom Hydroelectric Plant,CA,,38.7067,-121.1584,,Csa,,,,,
8650,Fond Du Lac Hydroelectric Plant,MN,,46.6668,-92.2939,,Dfb,,,,,
8651,Fontana Hydroelectric Plant,CA,,34.1552,-117.3971,,Csa,,,,,
8652,Fontana Dam Hydroelectric Plant,NC,,35.4507,-83.805,,Cfa,,,,,
8653,Fontenelle Hydroelectric Plant,WY,,42.027,-110.064,,BSk,,,,,
8654,Foote Hydroelectric Plant,MI,,44.4354,-83.4407,,Dfb,,,,,
8655,Foothill Hydroelectric Plant,CA,,34.3182,-118.4944,,Csb,,,,,
8656,Foothill Feeder Hydroelectric Plant,CA,,34.5148,-118.6092,,Csb,,,,,
8657,Foothills Hydro Plant Hydroelectric Plant,CO,,39.4588,-105.0657,,BSk,,,,,
8658,Forbestown Hydroelectric Plant,CA,,39.551,-121.2788,,Csa,,,,,
8659,Ford Hydro LP Hydroelectric Plant,ID,,46.3838,-115.9493,,Csb,,,,,
8660,Forestport Hydroelectric Plant,NY,,43.4425,-75.2159,,Dfb,,,,,
8661,Forks of Butte Hydro Project Hydroelectric Plant,CA,,39.8693,-121.6319,,Csa,,,,,
8662,Fort Gibson Hydroelectric Plant,OK,,35.8693,-95.2269,,Cfa,,,,,
8663,Fort Loudoun Hydroelectric Plant,TN,,35.7917,-84.2431,,Cfa,,,,,
8664,Fort Miller Hydroelectric Facility Hydroelectric Plant,NY,,43.1609,-73.5841,,Dfa,,,,,
8665,Fort Patrick Henry Hydroelectric Plant,TN,,36.4982,-82.5086,,Cfa,,,,,
8666,Fort Peck Hydroelectric Plant,MT,,48.0122,-106.4123,,BSk,,,,,
8667,Fort Randall Hydroelectric Plant,SD,,43.0653,-98.5539,,Dfa,,,,,
8668,Foster Hydroelectric Plant,OR,,44.4146,-122.6712,,Csb,,,,,
8669,Four Mile Hydropower Project Hydroelectric Plant,MI,,45.0933,-83.5025,,Dfb,,,,,
8670,Fourth Branch Hydroelectric Facility Hydroelectric Plant,NY,,42.7876,-73.6917,,Dfa,,,,,
8671,Frankenheimer Power Plant Hydroelectric Plant,CA,,37.8304,-120.807,,Csa,,,,,
8672,Franklin (CA) Hydroelectric Plant,CA,,34.1039,-118.4134,,Csb,,,,,
8673,Franklin (NC) Hydroelectric Plant,NC,,35.2194,-83.3708,,Cfa,,,,,
8674,Franklin (NY) Hydroelectric Plant,NY,,44.4372,-73.9725,,Dfb,,,,,
8675,Fremont Canyon Hydroelectric Plant,WY,,42.4766,-106.7959,,BSk,,,,,
8676,French Landing Dam Hydroelectric Plant,MI,,42.2143,-83.4407,,Dfa,,,,,
8677,French Meadows Hydroelectric Plant,CA,,39.078,-120.4061,,Csb,,,,,
8678,French Paper Hydro Hydroelectric Plant,MI,,41.8203,-86.2592,,Dfa,,,,,
8679,Friant Hydro Facility Hydroelectric Plant,CA,,36.9977,-119.7035,,Csa,,,,,
8680,Fries Hydroelectric Project Hydroelectric Plant,VA,,36.7151,-80.9856,,Cfb,,,,,
8681,Fulton Hydro Hydroelectric Plant,NY,,43.3241,-76.419,,Dfb,,,,,
8682,Galesville Project Hydroelectric Plant,OR,,42.8489,-123.1778,,Csb,,,,,
8683,Gantt Hydroelectric Plant,AL,,31.4033,-86.4795,,Cfa,,,,,
8684,Gardiner Hydroelectric Plant,ME,,44.2218,-69.7857,,Dfb,,,,,
8685,Gardners Falls Hydroelectric Plant,MA,,42.5914,-72.7308,,Dfb,,,,,
8686,Garland Canal Power Plant Hydroelectric Plant,WY,,44.7264,-108.8644,,BWk,,,,,
8687,Garrison Hydroelectric Plant,ND,,47.4945,-101.4115,,Dfb,,,,,
8688,Garvins Falls Hydroelectric Plant,NH,,43.1655,-71.5094,,Dfb,,,,,
8689,Garzas 1 Hydroelectric Plant,PR,,18.0941,-66.7346,,Af,,,,,
8690,Garzas 2 Hydroelectric Plant,PR,,18.0727,-66.7305,,Am,,,,,
8691,Gaston Hydroelectric Plant,NC,,36.4991,-77.8115,,Cfa,,,,,
8692,Gaston Shoals Hydroelectric Plant,SC,,35.1381,-81.5975,,Cfa,,,,,
8693,Gateway Hydroelectric Plant,UT,,41.1365,-111.8314,,Dsb,,,,,
8694,Gauley River Power Partners Hydroelectric Plant,WV,,38.2192,-80.8906,,Cfa,,,,,
8695,Gavins Point Hydroelectric Plant,NE,,42.8488,-97.4815,,Dfa,,,,,
8696,Gay Robinson Hydroelectric Plant,HI,,21.9178,-159.6294,,Ocean,,,,,
8697,Gem State Hydroelectric Plant,ID,,43.4202,-112.1019,,BSk,,,,,
8698,General Electric Great Falls Upper Hydro Hydroelectric Plant,ME,,43.2597,-70.8597,,Dfb,,,,,
8699,Georgetown Hydro Hydroelectric Plant,CO,,39.6919,-105.6978,,Dfc,,,,,
8700,Gilman Mill Hydroelectric Plant,VT,,44.4122,-71.7228,,Dfb,,,,,
8701,Glen Hydroelectric Plant,VT,,43.6368,-72.9758,,Dfb,,,,,
8702,Glen Canyon Dam Hydroelectric Plant,AZ,,36.9366,-111.4839,,BWk,,,,,
8703,Glen Ferris Hydro Hydroelectric Plant,WV,,38.1483,-81.2147,,Cfa,,,,,
8704,Glen Park Hydroelectric Project Hydroelectric Plant,NY,,44.0006,-75.9612,,Dfb,,,,,
8705,Glendo Hydroelectric Plant,WY,,42.4673,-104.9555,,BSk,,,,,
8706,Glenwood Hydro Hydroelectric Plant,NY,,43.2358,-78.3906,,Dfb,,,,,
8707,Goat Lake Hydro Hydroelectric Plant,AK,,59.5357,-135.2123,,Dsc,,,,,
8708,Goat Rock Hydroelectric Plant,GA,,32.6097,-85.0805,,Cfa,,,,,
8709,Goodwin Hydroelectric Hydroelectric Plant,CT,,41.9886,-73.0194,,Dfb,,,,,
8710,Goodyear Lake Plant Hydroelectric Plant,NY,,42.5025,-74.9836,,Dfb,,,,,
8711,Gorge Hydroelectric Plant,WA,,48.6981,-121.2086,,Dsb,,,,,
8712,Gorge 18 Hydroelectric Plant,VT,,44.49,-73.1693,,Dfb,,,,,
8713,Gorham Hydroelectric Plant,NH,,44.4083,-71.1954,,Dfb,,,,,
8714,Gosselin Hydro Plant Hydroelectric Plant,CA,,40.37,-123.4347,,Csb,,,,,
8715,Gouldtown Hydroelectric Plant,NY,,43.6126,-75.3391,,Dfb,,,,,
8716,Grace Hydroelectric Plant,ID,,42.5367,-111.794,,Dfb,,,,,
8717,Grahamsville Hydroelectric Plant,NY,,41.8592,-74.5106,,Dfb,,,,,
8718,Granby Hydroelectric Plant,NY,,43.3234,-76.4208,,Dfb,,,,,
8719,Granby Hydro Hydroelectric Plant,CO,,40.1464,-105.8683,,Dfb,,,,,
8720,Grand Coulee Hydroelectric Plant,WA,,47.9575,-118.9773,,BSk,,,,,
8721,Grand Rapids Hydroelectric Plant,MI,,45.3547,-87.6494,,Dfb,,,,,
8722,Grand Valley Project Power Plant Hydroelectric Plant,CO,,39.1017,-108.3456,,BSk,,,,,
8723,Grandfather Falls Hydroelectric Plant,WI,,45.3019,-89.7917,,Dfb,,,,,
8724,Granite Hydroelectric Plant,UT,,40.6192,-111.7821,,Dfb,,,,,
8725,Granite Falls Hydroelectric Plant,MN,,44.8117,-95.5345,,Dfa,,,,,
8726,Granite Shoals Hydroelectric Plant,TX,,30.556,-98.3384,,Cfa,,,,,
8727,Graniteville Enterprise Division Hydroelectric Plant,GA,,33.477,-81.9827,,Cfa,,,,,
8728,Great Falls (SC) Hydroelectric Plant,SC,,34.5592,-80.8917,,Cfa,,,,,
8729,Great Falls (TN) Hydroelectric Plant,TN,,35.8067,-85.6341,,Cfa,,,,,
8730,Great Falls (VT) Hydroelectric Plant,VT,,44.5002,-71.9989,,Dfb,,,,,
8731,Great Falls Hydro Project Hydroelectric Plant,NJ,,40.9153,-74.181,,Cfa,,,,,
8732,Great Lakes Hydro America - ME Hydroelectric Plant,ME,,45.6472,-68.7044,,Dfb,,,,,
8733,Green Island Hydroelectric Station Hydroelectric Plant,NY,,42.7481,-73.6902,,Dfa,,,,,
8734,Green Lake Hydroelectric Plant,AK,,56.9863,-135.1227,,Cfc,,,,,
8735,Green Mountain Hydroelectric Plant,CO,,39.8788,-106.3327,,Dfc,,,,,
8736,Green Peter Hydroelectric Plant,OR,,44.4494,-122.5494,,Csb,,,,,
8737,Green Springs Hydroelectric Plant,OR,,42.1212,-122.5479,,Csb,,,,,
8738,Greenup Hydro Hydroelectric Plant,KY,,38.6472,-82.8594,,Cfa,,,,,
8739,Greers Ferry Lake Hydroelectric Plant,AR,,35.5207,-91.9953,,Cfa,,,,,
8740,Greg Avenue Hydroelectric Plant,CA,,34.2079,-118.3516,,Csb,,,,,
8741,Gregg Falls Hydroelectric Plant,NH,,43.0168,-71.5679,,Dfb,,,,,
8742,Grizzly Hydroelectric Plant,CA,,39.8893,-121.2792,,Csb,,,,,
8743,Gross Hydro Plant Hydroelectric Plant,CO,,39.9456,-105.3565,,Dfb,,,,,
8744,Guernsey Hydroelectric Plant,WY,,42.2899,-104.7606,,BSk,,,,,
8745,Gulf Island Hydroelectric Plant,ME,,44.1529,-70.2094,,Dfb,,,,,
8746,Guntersville Hydroelectric Plant,AL,,34.4213,-86.3939,,Cfa,,,,,
8747,H 4 Hydroelectric Plant,TX,,29.4952,-97.6249,,Cfa,,,,,
8748,H 5 Hydroelectric Plant,TX,,29.4681,-97.4919,,Cfa,,,,,
8749,H M Jackson Hydroelectric Plant,WA,,47.9084,-121.8144,,Csb,,,,,
8750,H Neely Henry Dam Hydroelectric Plant,AL,,33.7845,-86.0524,,Cfa,,,,,
8751,Haas Hydroelectric Plant,CA,,36.9274,-119.0203,,Csb,,,,,
8752,Hadley Falls Hydroelectric Plant,MA,,42.2119,-72.6036,,Dfa,,,,,
8753,Hailesboro 4 Plant Hydroelectric Plant,NY,,44.3117,-75.445,,Dfb,,,,,
8754,Haiwee Hydroelectric Plant,CA,,36.1097,-117.9567,,BSk,,,,,
8755,Halifax Hydroelectric Plant,VA,,36.7817,-78.9236,,Cfa,,,,,
8756,Halsey Hydroelectric Plant,CA,,38.957,-121.0419,,Csa,,,,,
8757,Hamilton Branch Hydroelectric Plant,CA,,40.2687,-121.0895,,Csb,,,,,
8758,Hamilton Hydro Hydroelectric Plant,OH,,39.4128,-84.5558,,Cfa,,,,,
8759,Hampshire Paper Hydroelectric Plant,NY,,44.2965,-75.3665,,Dfb,,,,,
8760,Hancock Creek Hydroelectric Project Hydroelectric Plant,WA,,47.5722,-121.6897,,Cfb,,,,,
8761,Hannawa Hydroelectric Plant,NY,,44.6192,-74.9733,,Dfb,,,,,
8762,Hardy Hydroelectric Plant,MI,,43.4866,-85.6299,,Dfb,,,,,
8763,Harriman Hydroelectric Plant,VT,,42.7936,-72.9144,,Dfb,,,,,
8764,Harris Dam Hydroelectric Plant,AL,,33.2583,-85.616,,Cfa,,,,,
8765,Harris Hydro Hydroelectric Plant,ME,,45.4592,-69.8658,,Dfb,,,,,
8766,Harry Truman Hydroelectric Plant,MO,,38.2623,-93.4062,,Cfa,,,,,
8767,Hartwell Lake Hydroelectric Plant,GA,,34.3564,-82.8219,,Cfa,,,,,
8768,Hastings City Hydroelectric Hydroelectric Plant,MN,,44.7602,-92.8677,,Dfa,,,,,
8769,Hat Creek 1 Hydroelectric Plant,CA,,40.9293,-121.5445,,Csa,,,,,
8770,Hat Creek 2 Hydroelectric Plant,CA,,40.9607,-121.5487,,Csa,,,,,
8771,Hat Rapids Hydroelectric Plant,WI,,45.5711,-89.4806,,Dfb,,,,,
8772,Hatchet Creek Project Hydroelectric Plant,CA,,40.8741,-121.9204,,Csa,,,,,
8773,Hauser Hydroelectric Plant,MT,,46.7659,-111.8873,,BSk,,,,,
8774,Haw River Hydro Hydroelectric Plant,NC,,35.9483,-79.3244,,Cfa,,,,,
8775,Hawks Nest Hydro Hydroelectric Plant,WV,,38.1478,-81.1753,,Cfa,,,,,
8776,Haypress Hydroelectric Plant,CA,,39.5657,-120.5817,,Csb,,,,,
8777,Hazelton B Hydro Hydroelectric Plant,ID,,42.6051,-114.093,,BSk,,,,,
8778,Head of U Canal Hydro Project Hydroelectric Plant,ID,,42.7628,-114.3958,,BSk,,,,,
8779,Headgate Rock Hydroelectric Plant,AZ,,34.1683,-114.2774,,BWh,,,,,
8780,Heart Mountain Hydroelectric Plant,WY,,44.5138,-109.1296,,BSk,,,,,
8781,Hells Canyon Hydroelectric Plant,OR,,45.2439,-116.7008,,Csb,,,,,
8782,Helms Pumped Storage Hydroelectric Plant,CA,,37.0293,-118.9683,,Csb,,,,,
8783,Hemlock Falls Hydroelectric Plant,MI,,46.1311,-88.225,,Dfb,,,,,
8784,Hennepin Island Hydroelectric Plant,MN,,44.9824,-93.2542,,Dfa,,,,,
8785,Herkimer Hydroelectric Plant,NY,,43.0336,-74.9834,,Dfb,,,,,
8786,Herrings Hydroelectric Plant,NY,,44.0217,-75.6511,,Dfb,,,,,
8787,Heuvelton Hydroelectric Plant,NY,,44.6172,-75.4042,,Dfb,,,,,
8788,Hewittville Hydroelectric Hydroelectric Plant,NY,,44.7052,-75.0079,,Dfb,,,,,
8789,Hickman Hydroelectric Plant,CA,,37.6215,-120.7462,,Csa,,,,,
8790,High Dam Hydroelectric Plant,NY,,43.4436,-76.4961,,Dfb,,,,,
8791,High Falls (WI) Hydroelectric Plant,WI,,45.2794,-88.1997,,Dfb,,,,,
8792,High Falls - Croghan NY Hydroelectric Plant,NY,,43.9247,-75.3731,,Dfb,,,,,
8793,High Falls - Saranac NY Hydroelectric Plant,NY,,44.6389,-73.7492,,Dfb,,,,,
8794,High Rock Hydro Hydroelectric Plant,NC,,35.6008,-80.2339,,Cfa,,,,,
8795,High Shoals Hydro (GA) Hydroelectric Plant,GA,,33.8165,-83.5049,,Cfa,,,,,
8796,High Shoals Hydro (NC) Hydroelectric Plant,NC,,35.3943,-81.201,,Cfa,,,,,
8797,Highgate Falls Hydroelectric Plant,VT,,44.9336,-73.0511,,Dfb,,,,,
8798,Higley Hydroelectric Plant,NY,,44.5306,-74.9331,,Dfb,,,,,
8799,Hillcrest Pump Station Hydroelectric Plant,CO,,39.6419,-104.9138,,BSk,,,,,
8800,Hills Creek Hydroelectric Plant,OR,,43.7107,-122.4238,,Csb,,,,,
8801,Hillsborough Hosiery Hydroelectric Plant,NH,,43.1139,-71.894,,Dfb,,,,,
8802,Hiram Hydroelectric Plant,ME,,43.8525,-70.7969,,Dfb,,,,,
8803,Hiwassee Dam Hydroelectric Plant,NC,,35.1509,-84.1775,,Cfa,,,,,
8804,Hodenpyl Hydroelectric Plant,MI,,44.3629,-85.82,,Dfb,,,,,
8805,Hoist Hydroelectric Plant,MI,,46.5628,-87.5686,,Dfb,,,,,
8806,Holcomb Rock Hydroelectric Plant,VA,,37.5035,-79.3006,,Cfa,,,,,
8807,Holcombe Hydroelectric Plant,WI,,45.2236,-91.1272,,Dfb,,,,,
8808,Hollidays Bridge Hydro Hydroelectric Plant,SC,,34.5275,-82.375,,Cfa,,,,,
8809,Hollow Dam Power Partnership Hydroelectric Plant,NY,,44.2965,-75.3361,,Dfb,,,,,
8810,Holt Dam Hydroelectric Plant,AL,,33.2553,-87.4495,,Cfa,,,,,
8811,Holter Hydroelectric Plant,MT,,46.9915,-112.0047,,BSk,,,,,
8812,Holtwood Hydroelectric Plant,PA,,39.8272,-76.3318,,Cfa,,,,,
8813,Hooksett Hydroelectric Plant,NH,,43.1017,-71.4657,,Dfb,,,,,
8814,Hoover Dam (AZ) Hydroelectric Plant,AZ,,36.0155,-114.738,,BWh,,,,,
8815,Hoover Dam (NV) Hydroelectric Plant,AZ,,36.0155,-114.738,,BWh,,,,,
8816,Horse Mesa Hydroelectric Plant,AZ,,33.5907,-111.344,,BSh,,,,,
8817,Horseshoe Bend Hydroelectric Co Hydroelectric Plant,ID,,43.9041,-116.2442,,Csa,,,,,
8818,Hudson Falls Hydroelectric Project Hydroelectric Plant,NY,,43.2958,-73.5956,,Dfb,,,,,
8819,Humpback Creek Hydroelectric Plant,AK,,60.6128,-145.6794,,Dfc,,,,,
8820,Hungry Horse Hydroelectric Plant,MT,,48.3415,-114.0144,,Dfb,,,,,
8821,Huntington Falls Hydroelectric Plant,VT,,44.0703,-73.1961,,Dfb,,,,,
8822,Hydraulic Race Hydroelectric Plant,NY,,43.1709,-78.6916,,Dfb,,,,,
8823,Hydro II Hydroelectric Plant,UT,,41.7437,-111.7832,,Dfb,,,,,
8824,Hydro III Hydroelectric Plant,UT,,41.7464,-111.746,,Dfb,,,,,
8825,Hydro Kennebec Project Hydroelectric Plant,ME,,44.563,-69.6192,,Dfb,,,,,
8826,Hydro Plant Hydroelectric Plant,MI,,41.9711,-85.5381,,Dfa,,,,,
8827,Hydro Plant No 3 Hydroelectric Plant,UT,,39.2056,-111.3344,,Dfb,,,,,
8828,Ice Harbor Hydroelectric Plant,WA,,46.2498,-118.8798,,BSk,,,,,
8829,Indian Orchard Hydroelectric Plant,MA,,42.161,-72.5076,,Cfa,,,,,
8830,Indian Valley Dam Hydro Project Hydroelectric Plant,CA,,39.0788,-122.5356,,Csb,,,,,
8831,Inghams Hydroelectric Plant,NY,,43.061,-74.7643,,Dfb,,,,,
8832,Inks Hydroelectric Plant,TX,,30.7316,-98.3854,,Cfa,,,,,
8833,Inskip Hydroelectric Plant,CA,,40.401,-121.9655,,Csa,,,,,
8834,International Falls Power Hydroelectric Plant,MN,,48.6081,-93.4043,,Dfb,,,,,
8835,International Paper Jay Hydro Hydroelectric Plant,ME,,44.5037,-70.221,,Dfb,,,,,
8836,International Paper Livermore Hydro Hydroelectric Plant,ME,,44.4705,-70.1873,,Dfb,,,,,
8837,International Paper Riley Hydro Hydroelectric Plant,ME,,44.5034,-70.2491,,Dfb,,,,,
8838,International Paper Woronoco Mill Hydroelectric Plant,MA,,42.1634,-72.8275,,Dfa,,,,,
8839,Iowa Hydro LLC Hydroelectric Plant,IA,,42.07,-90.6977,,Dfa,,,,,
8840,Iron Gate Hydroelectric Plant,CA,,41.933,-122.4368,,Csa,,,,,
8841,Isabella Hydro Project Hydroelectric Plant,CA,,35.6439,-118.4822,,BSk,,,,,
8842,Island Park Hydroelectric Plant,ID,,44.4183,-111.396,,Dfb,,,,,
8843,Ivy River Hydro Hydroelectric Plant,NC,,35.7716,-82.6183,,Cfb,,,,,
8844,J P Priest Hydroelectric Plant,TN,,36.1564,-86.6186,,Cfa,,,,,
8845,J S Eastwood Hydroelectric Plant,CA,,37.1479,-119.2567,,Csb,,,,,
8846,J Strom Thurmond Hydroelectric Plant,SC,,33.6602,-82.1961,,Cfa,,,,,
8847,J Woodruff Hydroelectric Plant,FL,,30.7086,-84.8639,,Cfa,,,,,
8848,Jackman Hydroelectric Plant,NH,,43.1106,-71.9489,,Dfb,,,,,
8849,James B Black Hydroelectric Plant,CA,,40.9923,-121.9752,,Csa,,,,,
8850,James R Smith Hydroelectric Plant,MI,,46.5716,-87.4105,,Dfb,,,,,
8851,Jarvis (Hinckley) Hydroelectric Plant,NY,,43.3121,-75.109,,Dfb,,,,,
8852,Jaybird Hydroelectric Plant,CA,,38.834,-120.5318,,Csb,,,,,
8853,Jefferies Hydroelectric Plant,SC,,33.2444,-79.9909,,Cfa,,,,,
8854,Jeffrey Hydroelectric Plant,NE,,40.9594,-100.3979,,Cfa,,,,,
8855,Jim Falls Hydroelectric Plant,WI,,45.051,-91.274,,Dfb,,,,,
8856,Jocassee Hydroelectric Plant,SC,,34.9594,-82.9147,,Cfa,,,,,
8857,John C Boyle Hydroelectric Plant,OR,,42.0936,-122.0703,,Csb,,,,,
8858,John Day Hydroelectric Plant,WA,,45.7164,-120.6941,,Csb,,,,,
8859,John H Kerr Hydroelectric Plant,VA,,36.5994,-78.3005,,Cfa,,,,,
8860,Johnson 1 Hydroelectric Plant,NE,,40.6936,-99.8178,,Cfa,,,,,
8861,Johnson 2 Hydroelectric Plant,NE,,40.6839,-99.7447,,Cfa,,,,,
8862,Johnson Falls Hydroelectric Plant,WI,,45.2875,-88.1603,,Dfb,,,,,
8863,Johnsonville Dam Hydroelectric Plant,NY,,42.9204,-73.5089,,Dfa,,,,,
8864,Jones Bluff Hydroelectric Plant,AL,,32.3242,-86.7843,,Cfa,,,,,
8865,Jones Fork Hydroelectric Plant,CA,,38.8503,-120.3819,,Csb,,,,,
8866,Jordan Dam Hydroelectric Plant,AL,,32.6189,-86.2548,,Cfa,,,,,
8867,Jordan Hydroelectric Project Hydroelectric Plant,NC,,35.6547,-79.0683,,Cfa,,,,,
8868,Jordanelle Dam Hydroelectric Project Hydroelectric Plant,UT,,40.5966,-111.4236,,Dfb,,,,,
8869,Judge F Carr Hydroelectric Plant,CA,,40.6469,-122.627,,Csa,,,,,
8870,Juniper Ridge Hydroelectric Project Hydroelectric Plant,OR,,44.1427,-121.2697,,Csb,,,,,
8871,Kaheka Hydro Hydroelectric Plant,HI,,20.8886,-156.3569,,Ocean,,,,,
8872,Kalaheo Hydro Hydroelectric Plant,HI,,21.9361,-159.5286,,Ocean,,,,,
8873,Kamargo Hydroelectric Plant,NY,,44.0117,-75.7967,,Dfb,,,,,
8874,Kanaka Hydroelectric Plant,CA,,39.5589,-121.2961,,Csa,,,,,
8875,Kankakee Hydro Facility Hydroelectric Plant,IL,,41.1128,-87.8681,,Dfa,,,,,
8876,Kansas River Project Hydroelectric Plant,KS,,38.974,-95.2351,,Cfa,,,,,
8877,Kasidaya Creek Hydro Hydroelectric Plant,AK,,59.4072,-135.3408,,Dsc,,,,,
8878,Kaukauna City Hydro Hydroelectric Plant,WI,,44.2746,-88.3191,,Dfb,,,,,
8879,Kaw Hydro Hydroelectric Plant,OK,,36.6994,-96.9278,,Cfa,,,,,
8880,Kaweah 1 Hydroelectric Plant,CA,,36.4651,-118.862,,Csa,,,,,
8881,Kaweah 2 Hydroelectric Plant,CA,,36.4613,-118.8799,,Csa,,,,,
8882,Kaweah 3 Hydroelectric Plant,CA,,36.4861,-118.8356,,Csa,,,,,
8883,Kearney Hydroelectric Plant,NE,,40.7035,-99.1008,,Cfa,,,,,
8884,Kekawaka Power House Hydroelectric Plant,CA,,40.0941,-123.509,,Csb,,,,,
8885,Kelly Ridge Hydroelectric Plant,CA,,39.5318,-121.4912,,Csa,,,,,
8886,Kent Falls Hydroelectric Plant,NY,,44.7053,-73.5967,,Dfb,,,,,
8887,Kentucky Dam Hydroelectric Plant,KY,,37.0131,-88.2692,,Cfa,,,,,
8888,Keokuk Hydroelectric Plant,IL,,40.3965,-91.3719,,Dfa,,,,,
8889,Keowee Hydroelectric Plant,SC,,34.7981,-82.8872,,Cfa,,,,,
8890,Kerckhoff Hydroelectric Plant,CA,,37.0925,-119.5528,,Csa,,,,,
8891,Kerckhoff 2 Hydroelectric Plant,CA,,37.0718,-119.558,,Csa,,,,,
8892,Kern Canyon Hydroelectric Plant,CA,,35.4407,-118.7965,,BSk,,,,,
8893,Kern River 1 Hydroelectric Plant,CA,,35.4603,-118.7796,,BSk,,,,,
8894,Kern River 3 Hydroelectric Plant,CA,,35.7762,-118.4362,,Csa,,,,,
8895,Keswick Hydroelectric Plant,CA,,40.6119,-122.4464,,Csa,,,,,
8896,Ketchikan Hydroelectric Plant,AK,,55.3446,-131.6334,,Cfc,,,,,
8897,Keystone Dam Hydroelectric Plant,OK,,36.1508,-96.2517,,Cfa,,,,,
8898,Kilarc Hydroelectric Plant,CA,,40.6778,-121.8733,,Csa,,,,,
8899,Kilbourn Hydroelectric Plant,WI,,43.6258,-89.7808,,Dfb,,,,,
8900,Kimberly Mill Hydroelectric Plant,WI,,44.2769,-88.3344,,Dfb,,,,,
8901,King Mill Hydroelectric Plant,GA,,33.4852,-81.9912,,Cfa,,,,,
8902,Kings Falls Hydroelectric Hydroelectric Plant,NY,,43.9173,-75.6338,,Dfb,,,,,
8903,Kings River PH Hydroelectric Plant,CA,,36.8882,-119.1588,,Csa,,,,,
8904,Kingsford Hydroelectric Plant,MI,,45.808,-88.1251,,Dfb,,,,,
8905,Kingsley Hydroelectric Plant,NE,,41.2114,-101.6681,,BSk,,,,,
8906,Kinneytown New Old Hydroelectric Plant,CT,,41.3686,-73.0856,,Cfa,,,,,
8907,Kleber Hydroelectric Plant,MI,,45.392,-84.3333,,Dfb,,,,,
8908,Knife Falls Hydroelectric Plant,MN,,46.7266,-92.4486,,Dfb,,,,,
8909,Koma Kulshan Associates Hydroelectric Plant,WA,,48.6802,-121.7233,,Csb,,,,,
8910,Kortes Hydroelectric Plant,WY,,42.1743,-106.8805,,BSk,,,,,
8911,Kosterville Hydroelectric Plant,NY,,43.6142,-75.3327,,Dfb,,,,,
8912,Koyle Ranch Hydroelectric Project Hydroelectric Plant,ID,,42.9457,-114.7957,,BSk,,,,,
8913,LAC Courte Oreilles Hydroelect Hydroelectric Plant,WI,,45.8883,-91.0769,,Dfb,,,,,
8914,La Grange Hydroelectric Plant,CA,,37.6697,-120.4436,,Csa,,,,,
8915,LaGrande Hydroelectric Plant,WA,,46.8328,-122.3196,,Csb,,,,,
8916,Lachute Hydro Lower Hydroelectric Plant,NY,,43.849,-73.4207,,Dfb,,,,,
8917,Lachute Hydro Upper Hydroelectric Plant,NY,,43.8439,-73.4312,,Dfb,,,,,
8918,Lacomb Irrigation District Hydroelectric Plant,OR,,44.5975,-122.6854,,Csb,,,,,
8919,Ladysmith Dam Hydroelectric Plant,WI,,45.4644,-91.0836,,Dfb,,,,,
8920,Lahontan Hydroelectric Plant,NV,,39.4625,-119.0667,,BWk,,,,,
8921,Lake Blackshear Project Hydroelectric Plant,GA,,31.8477,-83.942,,Cfa,,,,,
8922,Lake Creek Dam Hydroelectric Plant,UT,,40.4936,-111.3125,,Dfb,,,,,
8923,Lake Dorothy Hydroelectric Project Hydroelectric Plant,AK,,58.2325,-134.0533,,Dfc,,,,,
8924,Lake Hodges Hydroelectric Facility Hydroelectric Plant,CA,,33.0586,-117.1194,,BSk,,,,,
8925,Lake Lure Hydroelectric Plant,NC,,35.4259,-82.184,,Cfa,,,,,
8926,Lake Lynn Hydro Station Hydroelectric Plant,WV,,39.7203,-79.8561,,Cfa,,,,,
8927,Lake Mathews Hydroelectric Plant,CA,,33.8553,-117.4537,,BSk,,,,,
8928,Lake Mendocino Hydroelectric Plant,CA,,39.1972,-123.1856,,Csa,,,,,
8929,Last Chance Hydroelectric Plant,ID,,42.6033,-111.7053,,Dfb,,,,,
8930,Lateral 10 Ventures Hydroelectric Plant,ID,,42.6474,-114.8903,,BSk,,,,,
8931,Laurel Dam Hydroelectric Plant,KY,,36.9614,-84.27,,Cfa,,,,,
